dist|blck|clst|village|pin|dise|name|dist|blck|clst|klpid|name|dise
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | KAREHALLI                        |577533|29130507601| GHPS KAREHLLI| chitradurga       | hosadurga          | doddathekalavatti         |13214| GHPS KAREHLLI                                              |29130507601
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | NAGATHIHALLI                     |577533|29130509703| GLPS INDEDEVARAHATTI| chitradurga       | hosadurga          | mattodu                   |13215| GLPS INDEDEVARAHATTI                                       |29130509703
 CHITRADURGA          | HOSADURGA          | MATTODU                            | SIDDAGONDNAHALLI                 |577533|29130511801| GLPS SIDDAGONDANAHALLI| chitradurga       | hosadurga          | mattodu                   |13217| GLPS SIDDAGONDANAHALLI                                     |29130511801
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | HAGALAKERE                       |577533|29130512801| GHPS HAGALAKERE| chitradurga       | hosadurga          | doddathekalavatti         |13219| GHPS HAGALAKERE                                            |29130512801
 CHITRADURGA          | HOSADURGA          | MATTODU                            | HUTHARAGONDANAHALLI              |577533|29130513701| GLPS HUTHARAGONDANAHALLI| chitradurga       | hosadurga          | mattodu                   |13220| GLPS HUTHARAGONDANAHALLI                                   |29130513701
 CHITRADURGA          | HOSADURGA          | MATTODU                            | MATHODU                          |577533|29130515301| GHPS MATHODU| chitradurga       | hosadurga          | mattodu                   |13221| GHPS MATHODU                                               |29130515301
 CHITRADURGA          | HOSADURGA          | MATTODU                            | MATHODU                          |577533|29130515303| GLPS D G PALYA| chitradurga       | hosadurga          | mattodu                   |13222| GLPS D G PALYA                                             |29130515303
 CHITRADURGA          | HOSADURGA          | MATTODU                            | MATHODU                          |577533|29130515304| GLPS B G PALYA| chitradurga       | hosadurga          | mattodu                   |13223| GLPS B G PALYA                                             |29130515304
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | MENASINADU                       |577533|29130515701| GHPS MENASINADU| chitradurga       | hosadurga          | doddathekalavatti         |13224| GHPS MENASINADU                                            |29130515701
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | MENASINADU                       |577533|29130515702| GLPS M BOVIHATTI| chitradurga       | hosadurga          | doddathekalavatti         |13225| GLPS M BOVIHATTI                                           |29130515702
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | THAARIKERE                       |577533|29130517101| GLPS THARIKERE| chitradurga       | hosadurga          | mattodu                   |13228| GLPS THARIKERE                                             |29130517101
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | THAARIKERE                       |577533|29130517102| GLPS SIDDAPURA| chitradurga       | hosadurga          | mattodu                   |13229| GLPS SIDDAPURA                                             |29130517102
 CHITRADURGA          | HOSADURGA          | MATTODU                            | THIPPENAHALLI                    |577533|29130517301| GLPS THIPPENAHALLI| chitradurga       | hosadurga          | mattodu                   |13230| GLPS THIPPENAHALLI                                         |29130517301
 CHITRADURGA          | HOSADURGA          | BAGURU                             | BAGURU                           |577515|29130501701| GHPS BAGUR| chitradurga       | hosadurga          | baguru                    |13231| GHPS BAGUR                                                 |29130501701
 CHITRADURGA          | HOSADURGA          | BAGURU                             | BAGURU                           |577515|29130501702| GHPS GIRLS BAGUR| chitradurga       | hosadurga          | baguru                    |13232| GHPS GIRLS BAGUR                                           |29130501702
 CHITRADURGA          | HOSADURGA          | BAGURU                             | BALLEKERE                        |577554|29130502201| GLPS BALLEKERE| chitradurga       | hosadurga          | baguru                    |13233| GLPS BALLEKERE                                             |29130502201
 CHITRADURGA          | HOSADURGA          | BAGURU                             | ILAAPURA                         |577515|29130504401| GLPS ILLAPURA| chitradurga       | hosadurga          | baguru                    |13234| GLPS ILLAPURA                                              |29130504401
 CHITRADURGA          | HOSADURGA          | BAGURU                             | ILAAPURA                         |577515|29130504402| GLPS D RANGAIANAH HATTI| chitradurga       | hosadurga          | baguru                    |13235| GLPS D RANGAIANAH HATTI                                    |29130504402
 CHITRADURGA          | HOSADURGA          | MALLAPPANAHALLI                    | BURUDEKATTE                      |577554|29130506601| GHPS BURUDEKATTE| chitradurga       | hosadurga          | baguru                    |13236| GHPS BURUDEKATTE                                           |29130506601
 CHITRADURGA          | HOSADURGA          | MALLAPPANAHALLI                    | BURUDEKATTE                      |577554|29130506602| GLPS RANGAINURU| chitradurga       | hosadurga          | baguru                    |13237| GLPS RANGAINURU                                            |29130506602
 CHITRADURGA          | HOSADURGA          | MALLAPPANAHALLI                    | CHIKKAMMANAHALLI                 |577554|29130508901| GLPS CHIKKAMMANAHALLI| chitradurga       | hosadurga          | baguru                    |13238| GLPS CHIKKAMMANAHALLI                                      |29130508901
 CHITRADURGA          | HOSADURGA          | BAGURU                             | KUNDUR(HALLE)                    |577527|29130509101| GLPS HALEKUNDUR| chitradurga       | hosadurga          | baguru                    |13239| GLPS HALEKUNDUR                                            |29130509101
 CHITRADURGA          | HOSADURGA          | BAGURU                             | KUNDUR(HALLE)                    |577554|29130509102| GLPS K GOLLARAHATTI| chitradurga       | hosadurga          | baguru                    |13240| GLPS K GOLLARAHATTI                                        |29130509102
 CHITRADURGA          | HOSADURGA          | BAGURU                             | KUNDUR(HALLE)                    |577554|29130509103| GLPS HOSAKUNDUR| chitradurga       | hosadurga          | baguru                    |13241| GLPS HOSAKUNDUR                                            |29130509103
 CHITRADURGA          | HOSADURGA          | BAGURU                             | NAGENAHALLI                      |577515|29130509801| GHPS NAGENAHALLI| chitradurga       | hosadurga          | baguru                    |13242| GHPS NAGENAHALLI                                           |29130509801
 CHITRADURGA          | HOSADURGA          | BAGURU                             | PALEDAHALLI                      |577515|29130510601| GLPS PALEDAHALLI| chitradurga       | hosadurga          | baguru                    |13244| GLPS PALEDAHALLI                                           |29130510601
